PC1 PC2 PC3 
 0.0989902512 -1.2825832152 -0.7570494697  1.0000000000
 0.1425453399 -1.4335209976 -0.7092497207  1.0000000000
 0.1861004287 -1.5844587800 -0.6614499716  1.0000000000
 0.0293733280 -1.1309894534 -0.7790303053  1.0000000000
 0.1310018674 -1.4831776091 -0.6674975585  1.0000000000
 0.1600385942 -1.5838028006 -0.6356310581  1.0000000000
-0.0257252332 -1.0297082826 -0.7850778921  1.0000000000
-0.0112068713 -1.0800208735 -0.7691446435  1.0000000000
 0.0178298555 -1.1806460649 -0.7372781431  1.0000000000
 0.1049400329 -1.4825216297 -0.6416786450  1.0000000000
 0.1194583949 -1.5328342206 -0.6257453963  1.0000000000
-0.0372687058 -1.0793648941 -0.7433257299  1.0000000000
-0.0227503410 -1.1296774946 -0.7273924782  1.0000000000
-0.0082319790 -1.1799900856 -0.7114592296  1.0000000000
 0.0933965604 -1.5321782412 -0.5999264828  1.0000000000
-0.1068856290 -0.9277711323 -0.7653065655  1.0000000000
-0.0342938135 -1.1793341062 -0.6856403160  1.0000000000
 0.0237796372 -1.3805844795 -0.6219073183  1.0000000000
 0.0818530907 -1.5818348624 -0.5581743175  1.0000000000
 0.1544449033 -1.8333978266 -0.4785080712  1.0000000000
-0.0893923748 -1.0780529353 -0.6916879029  1.0000000000
 0.1138647069 -1.7824292564 -0.4686224063  1.0000000000
 0.0442477836 -1.6308354946 -0.4906032418  1.0000000000
 0.0732845104 -1.7314606861 -0.4587367414  1.0000000000
-0.1705527677 -0.9761157947 -0.6719165732  1.0000000000
-0.0398875016 -1.4289291419 -0.5285173260  1.0000000000
-0.0253691396 -1.4792417328 -0.5125840774  1.0000000000
-0.1966146022 -0.9754598153 -0.6460976597  1.0000000000
-0.1820962402 -1.0257724063 -0.6301644110  1.0000000000
-0.0949860628 -1.3276479710 -0.5345649129  1.0000000000
-0.2662315254 -0.8238660536 -0.6680784952  1.0000000000
-0.2226764367 -0.9748038360 -0.6202787461  1.0000000000
-0.1500846240 -1.2263668002 -0.5406124998  1.0000000000
-0.0774928086 -1.4779297740 -0.4609462503  1.0000000000
 0.0096173689 -1.7798053388 -0.3653467522  1.0000000000
 0.0386540956 -1.8804305303 -0.3334802518  1.0000000000
-0.2342199092 -1.0244604475 -0.5785265840  1.0000000000
-0.2197015473 -1.0747730384 -0.5625933353  1.0000000000
-0.3183551944 -0.8225540948 -0.6164406681  1.0000000000
-0.2893184705 -0.9231792766 -0.5845741708  1.0000000000
-0.1876899283 -1.2753674420 -0.4730414210  1.0000000000
-0.1150981156 -1.5269304062 -0.3933751746  1.0000000000
-0.1005797508 -1.5772430068 -0.3774419229  1.0000000000
-0.0860613889 -1.6275555977 -0.3615086742  1.0000000000
-0.0425063001 -1.7784933801 -0.3137089252  1.0000000000
-0.0279879382 -1.8288059710 -0.2977756765  1.0000000000
 0.0010487886 -1.9294311624 -0.2659091761  1.0000000000
 0.0155671506 -1.9797437534 -0.2499759274  1.0000000000
-0.3008619402 -0.9728358978 -0.5428220056  1.0000000000
-0.2718252163 -1.0734610796 -0.5109555082  1.0000000000
-0.2137517628 -1.2747114626 -0.4472225075  1.0000000000
-0.1701966741 -1.4256492450 -0.3994227584  1.0000000000
-0.1556783121 -1.4759618359 -0.3834895097  1.0000000000
-0.0830864966 -1.7275248098 -0.3038232603  1.0000000000
-0.0685681346 -1.7778374007 -0.2878900116  1.0000000000
-0.3269237747 -0.9721799184 -0.5170030921  1.0000000000
-0.2833686860 -1.1231177008 -0.4692033430  1.0000000000
-0.2688503240 -1.1734302917 -0.4532700943  1.0000000000
-0.2107768733 -1.3746806650 -0.3895370966  1.0000000000
-0.1962585086 -1.4249932656 -0.3736038449  1.0000000000
-0.0946299691 -1.7771814213 -0.2620710981  1.0000000000
-0.3529856092 -0.9715239391 -0.4911841785  1.0000000000
-0.3384672472 -1.0218365300 -0.4752509299  1.0000000000
-0.3239488853 -1.0721491209 -0.4593176812  1.0000000000
-0.2078019811 -1.4746498771 -0.3318516827  1.0000000000
-0.1061734417 -1.8268380328 -0.2203189359  1.0000000000
-0.3354923550 -1.1218057421 -0.4175655160  1.0000000000
-0.2629005423 -1.3733687063 -0.3378992696  1.0000000000
-0.2483821776 -1.4236813068 -0.3219660178  1.0000000000
-0.2193454536 -1.5243064887 -0.2900995205  1.0000000000
-0.1177169114 -1.8764946540 -0.1785667707  1.0000000000
-0.1031985494 -1.9268072449 -0.1626335220  1.0000000000
-0.3615541895 -1.1211497627 -0.3917466024  1.0000000000
-0.3470358275 -1.1714623536 -0.3758133538  1.0000000000
-0.3034807388 -1.3224001360 -0.3280136047  1.0000000000
-0.2599256501 -1.4733379184 -0.2802138557  1.0000000000
-0.2308889233 -1.5739631098 -0.2483473553  1.0000000000
-0.2163705614 -1.6242757008 -0.2324141066  1.0000000000
-0.4456894775 -0.9192434003 -0.4296606897  1.0000000000
-0.4166527507 -1.0198685918 -0.3977941893  1.0000000000
-0.3876160240 -1.1204937833 -0.3659276889  1.0000000000
-0.3585793000 -1.2211189651 -0.3340611916  1.0000000000
-0.3005058466 -1.4223693481 -0.2703281908  1.0000000000
-0.2714691226 -1.5229945299 -0.2384616935  1.0000000000
-0.2424323958 -1.6236197214 -0.2065951931  1.0000000000
-0.2279140339 -1.6739323123 -0.1906619444  1.0000000000
-0.2133956691 -1.7242449129 -0.1747286927  1.0000000000
-0.1408038564 -1.9758078771 -0.0950624463  1.0000000000
-0.3846411345 -1.2204629857 -0.3082422781  1.0000000000
-0.3701227698 -1.2707755863 -0.2923090263  1.0000000000
-0.3410860458 -1.3714007681 -0.2604425290  1.0000000000
-0.3120493191 -1.4720259596 -0.2285760286  1.0000000000
-0.2975309571 -1.5223385505 -0.2126427799  1.0000000000
-0.2684942303 -1.6229637420 -0.1807762796  1.0000000000
-0.2394575036 -1.7235889335 -0.1489097792  1.0000000000
-0.2249391416 -1.7739015244 -0.1329765305  1.0000000000
-0.1813840529 -1.9248393068 -0.0851767815  1.0000000000
-0.1668656909 -1.9751518977 -0.0692435328  1.0000000000
-0.3961846043 -1.2701196069 -0.2664901128  1.0000000000
-0.3526295156 -1.4210573893 -0.2186903638  1.0000000000
-0.3381111536 -1.4713699802 -0.2027571151  1.0000000000
-0.2510009761 -1.7732455450 -0.1071576170  1.0000000000
-0.1929275254 -1.9744959183 -0.0434246193  1.0000000000
-0.5093566162 -0.9675880628 -0.3362706974  1.0000000000
-0.4658015275 -1.1185258451 -0.2884709483  1.0000000000
-0.4367648035 -1.2191510270 -0.2566044510  1.0000000000
-0.4222464388 -1.2694636275 -0.2406711993  1.0000000000
-0.4077280768 -1.3197762184 -0.2247379506  1.0000000000
-0.3786913500 -1.4204014099 -0.1928714502  1.0000000000
-0.3496546261 -1.5210265917 -0.1610049529  1.0000000000
-0.5354184507 -0.9669320834 -0.3104517839  1.0000000000
-0.4918633620 -1.1178698658 -0.2626520348  1.0000000000
-0.4337899113 -1.3191202391 -0.1989190371  1.0000000000
-0.4192715493 -1.3694328300 -0.1829857884  1.0000000000
-0.4047531845 -1.4197454305 -0.1670525367  1.0000000000
-0.3611980958 -1.5706832129 -0.1192527877  1.0000000000
-0.3466797338 -1.6209958038 -0.1033195390  1.0000000000
-0.3321613719 -1.6713083948 -0.0873862903  1.0000000000
-0.3176430071 -1.7216209953 -0.0714530386  1.0000000000
-0.5469619232 -1.0165886949 -0.2686996217  1.0000000000
-0.4743701078 -1.2681516688 -0.1890333722  1.0000000000
-0.4017782951 -1.5197146330 -0.1093671259  1.0000000000
-0.3291864796 -1.7712776069 -0.0297008764  1.0000000000
-0.2856313909 -1.9222153892  0.0180988726  1.0000000000
-0.2420763022 -2.0731531716  0.0658986217  1.0000000000
-0.5730237577 -1.0159327155 -0.2428807082  1.0000000000
-0.5439870310 -1.1165579070 -0.2110142078  1.0000000000
-0.4859135803 -1.3178082803 -0.1472812101  1.0000000000
-0.4568768535 -1.4184334718 -0.1154147097  1.0000000000
-0.3988034028 -1.6196838451 -0.0516817119  1.0000000000
-0.3842850409 -1.6699964360 -0.0357484633  1.0000000000
-0.3697666761 -1.7203090366 -0.0198152116  1.0000000000
-0.2971748634 -1.9718720008  0.0598510348  1.0000000000
-0.6136039542 -0.9649641452 -0.2329950433  1.0000000000
-0.5700488655 -1.1159019276 -0.1851952943  1.0000000000
-0.5410121415 -1.2165271094 -0.1533287969  1.0000000000
-0.5264937768 -1.2668397100 -0.1373955452  1.0000000000
-0.4974570528 -1.3674648918 -0.1055290479  1.0000000000
-0.4393835993 -1.5687152748 -0.0417960471  1.0000000000
-0.3958285106 -1.7196530572  0.0060037020  1.0000000000
-0.6251474267 -1.0146207568 -0.1912428811  1.0000000000
-0.6106290648 -1.0649333477 -0.1753096325  1.0000000000
-0.5525556113 -1.2661837306 -0.1115766317  1.0000000000
-0.5235188873 -1.3668089124 -0.0797101343  1.0000000000
-0.5090005225 -1.4171215130 -0.0637768826  1.0000000000
-0.4944821606 -1.4674341039 -0.0478436340  1.0000000000
-0.4799637986 -1.5177466948 -0.0319103853  1.0000000000
-0.4218903451 -1.7189970778  0.0318226155  1.0000000000
-0.3347801677 -2.0208726426  0.1274221136  1.0000000000
-0.6802459880 -0.9133395859 -0.1972904680  1.0000000000
-0.6512092612 -1.0139647774 -0.1654239676  1.0000000000
-0.6221725345 -1.1145899689 -0.1335574672  1.0000000000
-0.5786174458 -1.2655277512 -0.0857577182  1.0000000000
-0.5350623570 -1.4164655336 -0.0379579691  1.0000000000
-0.5205439951 -1.4667781245 -0.0220247204  1.0000000000
-0.4769889063 -1.6177159069  0.0257750286  1.0000000000
-0.4624705444 -1.6680284978  0.0417082773  1.0000000000
-0.3753603669 -1.9699040626  0.1373077754  1.0000000000
-0.6917894577 -0.9629962071 -0.1555383027  1.0000000000
-0.6337160070 -1.1642465804 -0.0918053050  1.0000000000
